ID_Date,ID_Place,ID_Mag,mag,depth,dmin
Date_1626,Place_1626,mb,3.8,45.4,36.251
Date_1627,Place_1627,mwr,3.6,27.28,28.912
Date_1628,Place_1628,mb,4.3,198.44,167.134
Date_1629,Place_1629,mwr,4.3,25.31,26.466
Date_1630,Place_1630,mb,4.2,122.69,79.842
Date_1631,Place_1631,mwr,4.9,12.87,56.823
Date_1632,Place_1632,mb,4.2,94.61,44.258
Date_1633,Place_1633,mb,4.0,170.49,191.709
Date_1634,Place_1634,mb,4.2,142.69,34.806
Date_1635,Place_1635,mb,4.4,10.0,64.607
Date_1636,Place_1636,mb,3.8,35.0,55.266
Date_1637,Place_1637,mb,4.2,29.15,57.157
Date_1638,Place_1638,mb,4.1,114.78,91.74
Date_1639,Place_1639,mb,4.0,241.78,145.338
Date_1640,Place_1640,mb,4.0,234.49,163.353
Date_1641,Place_1641,mb,4.1,166.0,36.807
Date_1642,Place_1642,ml,3.4,10.0,138.666
Date_1643,Place_1643,mb,4.5,100.13,185.593
Date_1644,Place_1644,mb,4.1,112.01,30.358
Date_1645,Place_1645,mb,4.0,120.43,77.618
Date_1646,Place_1646,mb,4.6,128.02,160.35
Date_1647,Place_1647,mb,4.4,121.5,59.603
Date_1648,Place_1648,mww,5.1,11.25,145.338
Date_1649,Place_1649,mb,4.0,113.26,122.987
Date_1650,Place_1650,mwr,3.6,35.0,18.57
Date_1651,Place_1651,mwr,4.6,64.3,40.143
Date_1652,Place_1652,mww,4.8,95.47,8.785
Date_1653,Place_1653,mww,4.9,10.0,506.405
Date_1654,Place_1654,mb,4.1,241.19,133.329
Date_1655,Place_1655,mww,4.9,108.38,16.458
Date_1656,Place_1656,mww,4.9,33.1,115.092
Date_1657,Place_1657,mwr,4.8,106.75,218.286
Date_1658,Place_1658,mb,4.2,177.52,201.939
Date_1659,Place_1659,mb,4.1,69.23,33.249
Date_1660,Place_1660,mb,4.3,23.39,41.144
Date_1661,Place_1661,mb,3.9,30.66,40.032
Date_1662,Place_1662,mb,4.6,114.99,72.502
Date_1663,Place_1663,mb,4.4,113.97,57.935
Date_1664,Place_1664,mww,5.0,141.89,20.238
Date_1665,Place_1665,mwr,4.8,163.61,177.92
Date_1666,Place_1666,mb,4.4,201.58,145.005
Date_1667,Place_1667,mb,4.2,131.03,70.834
Date_1668,Place_1668,mb,4.3,35.1,83.289
Date_1669,Place_1669,mwr,4.6,35.0,69.5
Date_1670,Place_1670,mb,4.4,8.7,58.491
Date_1671,Place_1671,mb,4.5,197.69,181.367
Date_1672,Place_1672,mb,4.1,134.09,82.733
Date_1673,Place_1673,mb,4.2,35.0,17.792
Date_1674,Place_1674,mb,4.1,57.48,27.022
Date_1675,Place_1675,mwr,4.4,44.61,62.828
Date_1676,Place_1676,mb,4.2,12.14,60.048
Date_1677,Place_1677,mwr,4.3,50.16,29.134
Date_1678,Place_1678,mb,4.4,13.63,229.85
Date_1679,Place_1679,mwr,4.2,34.59,64.607
Date_1680,Place_1680,mb,4.3,35.0,68.277
Date_1681,Place_1681,mb,4.2,109.38,67.054
Date_1682,Place_1682,mww,4.9,101.27,47.26
Date_1683,Place_1683,mwr,4.0,25.32,22.907
Date_1684,Place_1684,mb,4.1,226.99,168.246
Date_1685,Place_1685,mwr,4.8,49.65,93.074
Date_1686,Place_1686,mb,4.3,101.05,80.62
Date_1687,Place_1687,mb,4.3,35.0,36.807
Date_1688,Place_1688,mb,4.6,99.62,15.012
Date_1689,Place_1689,mww,4.8,67.92,28.801
Date_1690,Place_1690,mb,4.4,189.88,170.358
Date_1691,Place_1691,mb,4.6,33.64,20.238
Date_1692,Place_1692,mb,4.2,194.63,174.139
Date_1693,Place_1693,mww,4.9,10.0,349.057
Date_1694,Place_1694,mww,5.2,10.0,339.938
Date_1695,Place_1695,mb,4.7,10.0,354.95
Date_1696,Place_1696,mwr,4.6,10.0,335.046
Date_1697,Place_1697,mb,4.2,114.1,75.505
Date_1698,Place_1698,mb,4.3,126.86,56.601
Date_1699,Place_1699,mwr,4.5,10.0,44.591
Date_1700,Place_1700,mb,4.4,29.93,42.812
Date_1701,Place_1701,mb,4.5,10.0,125.211
Date_1702,Place_1702,mb,4.2,188.95,171.47
Date_1703,Place_1703,mwr,4.4,178.02,186.816
Date_1704,Place_1704,mwr,4.6,10.0,126.212
Date_1705,Place_1705,mb,4.2,217.96,161.129
Date_1706,Place_1706,mb,4.2,10.0,130.994
Date_1707,Place_1707,mb,4.4,10.0,76.061
Date_1708,Place_1708,mb,4.6,10.0,202.606
Date_1709,Place_1709,mwr,4.0,10.0,114.425
Date_1710,Place_1710,mb,4.2,115.2,24.686
Date_1711,Place_1711,mwr,4.3,248.52,195.49
Date_1712,Place_1712,mb,4.1,10.0,112.757
Date_1713,Place_1713,mwr,5.1,10.0,113.758
Date_1714,Place_1714,mwr,4.6,10.0,109.31
Date_1715,Place_1715,mb,4.0,118.22,60.938
Date_1716,Place_1716,mb,4.2,213.92,119.874
Date_1717,Place_1717,mwr,4.6,143.41,120.207
Date_1718,Place_1718,mb,4.5,82.7,141.558
Date_1719,Place_1719,mwr,4.7,24.08,95.966
Date_1720,Place_1720,mb,4.7,71.92,38.809
Date_1721,Place_1721,mww,5.1,10.0,454.697
Date_1722,Place_1722,mb,4.7,152.59,172.36
Date_1723,Place_1723,mwr,4.2,23.54,59.158
Date_1724,Place_1724,mb,4.3,195.09,214.505
Date_1725,Place_1725,mb,4.3,70.27,54.266
Date_1726,Place_1726,mb,3.9,49.69,22.907
Date_1727,Place_1727,mb,4.4,10.0,248.532
Date_1728,Place_1728,mww,5.6,33.03,163.798
Date_1729,Place_1729,mb,4.0,93.39,10.342
Date_1730,Place_1730,mb,4.3,10.0,86.625
Date_1731,Place_1731,mb,4.3,114.47,46.704
Date_1732,Place_1732,mb,4.3,117.81,60.048
Date_1733,Place_1733,mb,4.3,110.83,73.281
Date_1734,Place_1734,mwr,4.1,110.82,46.037
Date_1735,Place_1735,mb,4.3,131.29,32.47
Date_1736,Place_1736,mb,4.2,208.84,176.919
Date_1737,Place_1737,mb,4.2,197.1,220.954
Date_1738,Place_1738,mww,5.2,102.69,26.466
Date_1739,Place_1739,mb,4.3,205.58,112.646
Date_1740,Place_1740,mwr,4.6,6.75,71.835
Date_1741,Place_1741,mww,4.6,100.89,89.182
Date_1742,Place_1742,mb,4.3,28.2,29.357
Date_1743,Place_1743,mb,4.0,175.75,144.004
Date_1744,Place_1744,mww,5.1,151.33,98.078
Date_1745,Place_1745,mb,4.6,130.4,147.229
Date_1746,Place_1746,mb,4.5,102.45,19.682
Date_1747,Place_1747,mb,4.2,126.42,97.189
Date_1748,Place_1748,mb,4.3,8.71,62.383
Date_1749,Place_1749,mb,4.3,129.88,125.878
Date_1750,Place_1750,mb,4.3,204.0,231.63
Date_1751,Place_1751,mb,4.1,208.7,153.122
Date_1752,Place_1752,mb,4.3,285.1,224.068
Date_1753,Place_1753,mb,4.3,187.52,186.26
Date_1754,Place_1754,mwr,4.2,23.96,64.274
Date_1755,Place_1755,mb,4.3,24.17,82.51
Date_1756,Place_1756,mb,4.1,228.08,129.437
Date_1757,Place_1757,mb,4.4,16.6,66.831
Date_1758,Place_1758,mwr,4.5,48.41,1.334
Date_1759,Place_1759,mwr,4.6,75.56,119.429
Date_1760,Place_1760,mb,4.0,186.89,171.693
Date_1761,Place_1761,mww,5.5,105.86,237.968
Date_1762,Place_1762,mb,4.4,57.62,84.29
Date_1763,Place_1763,mb,4.4,175.16,211.169
Date_1764,Place_1764,mww,4.9,58.14,35.584
Date_1765,Place_1765,ml,4.1,185.03,124.099
Date_1766,Place_1766,mb,4.1,16.98,95.076
Date_1767,Place_1767,ml,4.2,90.19,33.916
Date_1768,Place_1768,mwr,4.4,122.57,115.092
Date_1769,Place_1769,mb,4.3,107.83,76.394
Date_1770,Place_1770,mb,4.5,104.04,11.231
Date_1771,Place_1771,mb,4.5,101.57,80.175
Date_1772,Place_1772,mwr,4.8,75.13,43.924
Date_1773,Place_1773,mwr,4.8,48.08,39.031
Date_1774,Place_1774,mb,4.4,118.65,65.497
Date_1775,Place_1775,mwr,4.4,191.74,198.937
Date_1776,Place_1776,mb,4.2,18.1,29.357
Date_1777,Place_1777,mwr,4.6,75.93,41.922
Date_1778,Place_1778,mb,4.1,233.45,144.671
Date_1779,Place_1779,mb,4.6,238.45,154.234
Date_1780,Place_1780,mwr,4.3,35.0,30.358
Date_1781,Place_1781,mb,4.0,123.07,80.175
Date_1782,Place_1782,mwr,4.5,86.09,35.028
Date_1783,Place_1783,mb,4.2,10.0,129.548
Date_1784,Place_1784,mb,4.0,54.77,64.385
Date_1785,Place_1785,mwr,4.2,10.0,128.436
Date_1786,Place_1786,mww,5.0,10.0,127.769
Date_1787,Place_1787,mb,4.2,150.71,146.117
Date_1788,Place_1788,mww,5.2,104.1,81.287
Date_1789,Place_1789,ml,4.2,120.37,84.29
Date_1790,Place_1790,ml,3.4,28.78,20.238
Date_1791,Place_1791,mb,4.1,115.22,184.592
Date_1792,Place_1792,mwr,4.1,89.36,48.817
Date_1793,Place_1793,mb,4.6,46.34,69.611
Date_1794,Place_1794,mb,4.1,96.91,41.255
Date_1795,Place_1795,mwr,4.4,10.0,111.756
Date_1796,Place_1796,mww,5.0,10.0,105.306
Date_1797,Place_1797,mwr,4.0,10.0,96.966
Date_1798,Place_1798,mwr,4.6,10.0,101.637
Date_1799,Place_1799,mb,4.1,121.57,62.606
Date_1800,Place_1800,mww,5.3,36.16,51.708
Date_1801,Place_1801,mb,4.1,35.0,39.142
Date_1802,Place_1802,mb,4.5,208.13,145.672
Date_1803,Place_1803,mww,5.2,108.34,83.845
Date_1804,Place_1804,mb,4.4,124.49,61.716
Date_1805,Place_1805,mb,4.6,129.73,8.785
Date_1806,Place_1806,mb,4.4,170.59,291.566
Date_1807,Place_1807,mb,4.2,196.89,181.145
Date_1808,Place_1808,mb,4.2,10.0,589.471
Date_1809,Place_1809,mb,4.0,191.29,179.588
Date_1810,Place_1810,mww,5.2,160.48,207.054
Date_1811,Place_1811,mwr,4.3,135.12,113.869
Date_1812,Place_1812,mww,4.8,12.69,60.493
Date_1813,Place_1813,mb,4.1,144.9,290.454
Date_1814,Place_1814,mb,4.1,241.43,150.12
Date_1815,Place_1815,mb,4.1,92.42,77.729
Date_1816,Place_1816,mb,3.9,163.64,157.126
Date_1817,Place_1817,mwr,4.4,119.85,48.038
Date_1818,Place_1818,mww,5.5,7.45,83.4
Date_1819,Place_1819,mb,4.0,246.61,218.397
Date_1820,Place_1820,mb,4.3,44.86,59.27
Date_1821,Place_1821,mb,4.7,65.75,105.64
Date_1822,Place_1822,mww,5.3,267.3,257.428
Date_1823,Place_1823,mb,4.6,131.87,277.333
Date_1824,Place_1824,mb,4.2,217.33,153.678
Date_1825,Place_1825,mww,4.9,171.33,181.701
Date_1826,Place_1826,mb,4.2,121.01,214.727
Date_1827,Place_1827,mb,4.7,117.32,72.614
Date_1828,Place_1828,mb,4.5,193.35,172.694
Date_1829,Place_1829,mb,4.4,113.5,33.582
Date_1830,Place_1830,mww,5.3,82.32,129.77
Date_1831,Place_1831,mb,4.2,116.2,55.822
Date_1832,Place_1832,mb,4.5,10.0,159.794
Date_1833,Place_1833,mb,4.4,183.11,204.608
Date_1834,Place_1834,ml,3.1,35.0,58.602
Date_1835,Place_1835,mb,4.5,113.29,33.694
Date_1836,Place_1836,mwr,4.1,152.84,101.97
Date_1837,Place_1837,mb,4.7,172.39,169.358
Date_1838,Place_1838,mwr,4.3,38.4,64.051
Date_1839,Place_1839,mb,4.5,206.4,157.793
Date_1840,Place_1840,mwr,4.3,90.92,130.66
Date_1841,Place_1841,mb,4.3,210.29,171.026
Date_1842,Place_1842,mb,4.5,121.06,71.502
Date_1843,Place_1843,mb,4.5,35.0,51.93
Date_1844,Place_1844,mww,4.5,99.76,25.465
Date_1845,Place_1845,mb,4.2,113.83,83.956
Date_1846,Place_1846,mwr,3.9,10.16,84.29
Date_1847,Place_1847,mwr,4.5,39.97,155.569
Date_1848,Place_1848,mwr,4.2,217.47,183.146
Date_1849,Place_1849,mwr,4.2,247.72,143.003
Date_1850,Place_1850,mb,4.1,252.87,203.385
Date_1851,Place_1851,mb,4.2,99.3,71.724
Date_1852,Place_1852,mb,4.5,10.0,253.758
Date_1853,Place_1853,mww,5.0,109.13,100.302
Date_1854,Place_1854,mb,4.2,114.02,31.358
Date_1855,Place_1855,mb,4.8,62.86,34.138
Date_1856,Place_1856,mww,5.3,167.57,78.618
Date_1857,Place_1857,mwr,4.9,189.44,134.552
Date_1858,Place_1858,mb,4.2,131.43,84.067
Date_1859,Place_1859,mb,4.0,252.88,264.99
Date_1860,Place_1860,mb,4.0,119.32,64.718
Date_1861,Place_1861,mwr,4.6,53.59,11.009
Date_1862,Place_1862,mb,4.2,115.47,76.617
Date_1863,Place_1863,mb,4.1,118.99,37.919
Date_1864,Place_1864,mwr,4.4,40.49,23.574
Date_1865,Place_1865,mb,4.6,145.18,269.994
Date_1866,Place_1866,mb,4.4,96.67,44.702
Date_1867,Place_1867,mb,4.1,10.0,130.438
Date_1868,Place_1868,mwr,4.5,118.19,79.508
Date_1869,Place_1869,mwr,4.2,46.0,44.591
Date_1870,Place_1870,mwr,4.5,8.11,92.963
Date_1871,Place_1871,mww,5.2,102.05,56.156
Date_1872,Place_1872,mb,4.1,152.76,118.094
Date_1873,Place_1873,mb,4.3,35.0,39.254
Date_1874,Place_1874,mb,4.2,10.0,814.651
Date_1875,Place_1875,mwr,4.5,180.42,164.798
Date_1876,Place_1876,mwr,4.4,219.22,150.787
Date_1877,Place_1877,mb,4.4,221.85,164.131
Date_1878,Place_1878,mb,4.4,10.0,97.522
Date_1879,Place_1879,mb,4.2,222.97,139.445
Date_1880,Place_1880,mb,4.4,263.4,165.132
Date_1881,Place_1881,mb,4.4,105.18,43.813
Date_1882,Place_1882,mb,4.0,123.01,82.066
Date_1883,Place_1883,ml,4.1,10.0,51.819
Date_1884,Place_1884,mb,4.2,224.7,154.457
Date_1885,Place_1885,mb,4.1,121.77,61.605
Date_1886,Place_1886,mb,4.3,245.75,185.926
Date_1887,Place_1887,mb,4.3,139.26,114.091
Date_1888,Place_1888,mwr,5.0,40.88,43.59
Date_1889,Place_1889,mb,4.0,10.0,53.598
Date_1890,Place_1890,mb,3.9,71.52,51.597
Date_1891,Place_1891,mb,4.3,32.6,44.591
Date_1892,Place_1892,mb,4.3,116.87,72.169
Date_1893,Place_1893,ml,4.0,107.57,115.648
Date_1894,Place_1894,mb,4.1,205.3,188.595
Date_1895,Place_1895,mb,4.5,109.91,37.141
Date_1896,Place_1896,mwr,4.2,83.83,69.055
Date_1897,Place_1897,mb,4.3,44.48,46.37
Date_1898,Place_1898,mb,4.1,132.86,86.625
Date_1899,Place_1899,mww,4.9,135.07,47.482
Date_1900,Place_1900,mb,4.2,123.57,64.051
Date_1901,Place_1901,mb,4.5,17.84,69.611
Date_1902,Place_1902,mb,4.0,226.0,137.888
Date_1903,Place_1903,mb,4.4,27.92,7.228
Date_1904,Place_1904,mb,4.3,18.43,45.592
Date_1905,Place_1905,mwr,3.8,58.58,23.018
Date_1906,Place_1906,mb,4.6,220.33,162.241
Date_1907,Place_1907,mb,3.9,30.43,23.018
Date_1908,Place_1908,mb,4.1,122.44,58.714
Date_1909,Place_1909,mb,4.0,104.12,64.496
Date_1910,Place_1910,mwr,4.3,45.31,14.79
Date_1911,Place_1911,mwr,4.5,119.1,78.618
Date_1912,Place_1912,mww,4.7,95.46,14.122
Date_1913,Place_1913,mb,4.3,112.07,28.69
Date_1914,Place_1914,mb,4.2,164.42,175.807
Date_1915,Place_1915,mb,4.0,235.01,148.23
Date_1916,Place_1916,mb,4.2,219.59,169.024
Date_1917,Place_1917,mww,5.0,154.85,178.698
Date_1918,Place_1918,mb,4.3,261.88,222.956
Date_1919,Place_1919,mwr,4.4,105.09,94.075
Date_1920,Place_1920,mb,4.1,219.29,136.776
Date_1921,Place_1921,mww,4.8,161.68,187.706
Date_1922,Place_1922,mb,4.0,98.47,61.938
Date_1923,Place_1923,mb,4.5,219.82,167.912
Date_1924,Place_1924,mb,4.8,197.23,155.346
Date_1925,Place_1925,mb,4.1,100.74,64.607
Date_1926,Place_1926,mb,4.2,112.83,1.779
Date_1927,Place_1927,mb,4.3,109.38,52.598
Date_1928,Place_1928,mb,4.2,50.49,77.395
Date_1929,Place_1929,mwr,4.4,111.88,84.734
Date_1930,Place_1930,mb,4.5,221.52,159.35
Date_1931,Place_1931,mww,4.8,110.83,77.729
Date_1932,Place_1932,mb,4.3,116.21,65.052
Date_1933,Place_1933,mb,4.3,123.34,109.421
Date_1934,Place_1934,mb,4.3,182.45,176.03
Date_1935,Place_1935,mb,4.4,178.27,171.582
Date_1936,Place_1936,mb,4.4,151.34,26.354
Date_1937,Place_1937,mb,4.3,46.49,22.907
Date_1938,Place_1938,mwr,4.3,205.24,186.705
Date_1939,Place_1939,mb,4.2,185.21,153.122
Date_1940,Place_1940,mb,4.1,20.66,44.702
Date_1941,Place_1941,mb,4.2,88.09,46.148
Date_1942,Place_1942,mb,4.6,232.83,194.6
Date_1943,Place_1943,mww,6.0,38.0,28.69
Date_1944,Place_1944,mww,5.3,10.0,64.162
Date_1945,Place_1945,mwr,4.2,10.0,145.116
Date_1946,Place_1946,mb,4.0,101.76,7.562
Date_1947,Place_1947,mb,4.4,169.92,180.144
Date_1948,Place_1948,mb,4.6,47.39,83.956
Date_1949,Place_1949,mwr,4.0,10.0,100.191
Date_1950,Place_1950,mwr,4.2,210.73,160.128
Date_1951,Place_1951,mb,4.4,23.32,35.028
Date_1952,Place_1952,mwr,4.4,21.41,34.138
Date_1953,Place_1953,mwr,4.8,114.92,71.502
Date_1954,Place_1954,mb,4.5,35.0,69.5
Date_1955,Place_1955,mb,4.1,33.63,57.379
Date_1956,Place_1956,mb,4.2,39.83,12.899
Date_1957,Place_1957,mwr,4.2,35.81,34.027
Date_1958,Place_1958,mb,4.3,193.61,186.26
Date_1959,Place_1959,mb,4.3,198.69,117.427
Date_1960,Place_1960,mb,4.5,236.22,148.452
Date_1961,Place_1961,mwr,4.3,164.97,183.702
Date_1962,Place_1962,mwr,4.4,106.34,26.799
Date_1963,Place_1963,mb,4.6,193.56,187.483
Date_1964,Place_1964,mww,4.7,22.88,50.707
Date_1965,Place_1965,mb,4.3,136.55,65.386
Date_1966,Place_1966,mb,4.6,18.13,68.722
Date_1967,Place_1967,mb,4.1,10.0,67.165
Date_1968,Place_1968,mb,4.7,35.0,80.509
Date_1969,Place_1969,mb,4.6,112.71,10.119
Date_1970,Place_1970,mww,5.0,103.75,42.812
Date_1971,Place_1971,mwr,4.2,63.82,42.701
Date_1972,Place_1972,mb,4.0,128.92,17.236
Date_1973,Place_1973,mb,4.3,55.94,10.675
Date_1974,Place_1974,mww,5.7,10.0,259.43
Date_1975,Place_1975,mb,3.9,98.94,75.282
Date_1976,Place_1976,mb,4.1,194.67,112.757
Date_1977,Place_1977,mb,4.1,212.02,158.126
Date_1978,Place_1978,mww,5.2,13.68,69.945
Date_1979,Place_1979,mwr,4.3,19.92,50.151
Date_1980,Place_1980,mb,4.5,218.23,181.701
Date_1981,Place_1981,mb,4.3,135.83,51.708
Date_1982,Place_1982,mwr,4.2,15.55,109.754
Date_1983,Place_1983,mwr,4.3,56.67,84.512
Date_1984,Place_1984,mwr,4.3,181.65,199.826
Date_1985,Place_1985,mb,4.1,22.47,56.601
Date_1986,Place_1986,mb,4.2,158.85,283.894
Date_1987,Place_1987,mww,4.7,86.26,53.821
Date_1988,Place_1988,mb,4.0,17.3,62.606
Date_1989,Place_1989,mb,4.1,94.67,44.591
Date_1990,Place_1990,mb,4.3,99.31,42.367
Date_1991,Place_1991,mb,4.8,212.44,209.834
Date_1992,Place_1992,mb,4.2,108.36,96.744
Date_1993,Place_1993,mb,4.0,35.0,85.513
Date_1994,Place_1994,mww,6.1,53.0,78.618
Date_1995,Place_1995,mww,5.1,31.02,62.05
Date_1996,Place_1996,mwr,4.2,50.64,32.915
Date_1997,Place_1997,mb,4.0,112.22,92.741
Date_1998,Place_1998,mwr,4.2,111.3,49.373
Date_1999,Place_1999,mb,4.5,129.49,43.368
Date_2000,Place_2000,mww,5.6,120.0,251.757
Date_2001,Place_2001,mb,4.2,139.28,55.822
Date_2002,Place_2002,mww,5.2,10.0,46.259
Date_2003,Place_2003,mb,4.1,131.69,80.842
Date_2004,Place_2004,mb,4.2,35.0,114.091
Date_2005,Place_2005,mb,4.4,110.04,64.607
Date_2006,Place_2006,mb,4.1,37.04,116.538
Date_2007,Place_2007,mwr,4.4,208.09,156.236
Date_2008,Place_2008,mb,4.3,261.61,222.845
Date_2009,Place_2009,mwr,4.5,45.85,36.029
Date_2010,Place_2010,mb,4.1,10.0,177.03
Date_2011,Place_2011,mb,4.2,191.74,86.291
Date_2012,Place_2012,mb,4.0,98.65,78.396
Date_2013,Place_2013,mwr,4.3,110.87,71.39
Date_2014,Place_2014,mb,4.5,120.44,62.828
Date_2015,Place_2015,mb,4.2,126.46,72.502
Date_2016,Place_2016,mb,4.1,99.72,22.018
Date_2017,Place_2017,mb,4.5,110.67,71.057
Date_2018,Place_2018,mwr,4.4,35.0,41.033
Date_2019,Place_2019,mb,4.6,100.18,15.457
Date_2020,Place_2020,mww,4.6,132.81,47.816
Date_2021,Place_2021,mww,5.0,12.26,117.538
Date_2022,Place_2022,mb,4.7,207.27,157.793
Date_2023,Place_2023,mb,4.2,204.52,144.004
Date_2024,Place_2024,mb,4.6,12.12,94.298
Date_2025,Place_2025,mb,4.2,134.52,25.131
Date_2026,Place_2026,mb,4.6,145.68,69.834
Date_2027,Place_2027,mb,4.2,25.61,39.921
Date_2028,Place_2028,mb,4.2,193.07,165.577
Date_2029,Place_2029,mb,4.1,21.52,88.07
Date_2030,Place_2030,mb,4.6,22.0,84.846
Date_2031,Place_2031,mb,4.2,10.0,172.582
Date_2032,Place_2032,mb,4.5,46.52,29.134
Date_2033,Place_2033,mww,4.6,46.2,46.815
Date_2034,Place_2034,mb,4.4,108.09,112.312
Date_2035,Place_2035,mb,4.1,102.86,64.607
Date_2036,Place_2036,mb,4.3,97.4,46.815
Date_2037,Place_2037,mb,4.1,176.7,165.132
Date_2038,Place_2038,mb,4.3,162.43,10.342
Date_2039,Place_2039,mb,4.5,104.15,74.393
Date_2040,Place_2040,mww,4.9,10.0,250.978
Date_2041,Place_2041,mwr,4.4,29.27,117.983
Date_2042,Place_2042,mwr,4.2,92.51,120.096
Date_2043,Place_2043,mb,4.6,260.06,221.51
Date_2044,Place_2044,mb,4.2,107.06,85.846
Date_2045,Place_2045,mb,4.2,123.24,70.612
Date_2046,Place_2046,mb,4.2,154.18,18.904
Date_2047,Place_2047,mwr,4.7,169.45,196.602
Date_2048,Place_2048,mb,4.1,10.0,172.249
Date_2049,Place_2049,mb,4.3,10.0,58.046
Date_2050,Place_2050,mb,4.2,159.77,39.81
Date_2051,Place_2051,mb,4.2,35.0,77.395
Date_2052,Place_2052,mwr,4.6,138.3,25.465
Date_2053,Place_2053,mb,4.8,193.87,168.579
Date_2054,Place_2054,mb,4.3,15.39,69.5
Date_2055,Place_2055,mb,4.0,69.23,41.366
Date_2056,Place_2056,mww,5.7,119.0,68.61
Date_2057,Place_2057,mb,4.4,56.61,40.81
Date_2058,Place_2058,mwr,4.2,231.66,205.498
Date_2059,Place_2059,mwr,4.3,209.23,172.026
Date_2060,Place_2060,mww,4.9,22.2,176.808
Date_2061,Place_2061,mwr,4.1,10.0,157.682
Date_2062,Place_2062,mb,4.5,220.45,171.582
Date_2063,Place_2063,mww,4.8,125.89,81.398
Date_2064,Place_2064,mwr,4.3,215.25,185.148
Date_2065,Place_2065,mwr,4.3,174.11,181.59
Date_2066,Place_2066,mwr,4.2,10.0,159.906
Date_2067,Place_2067,mb,4.3,10.0,150.787
Date_2068,Place_2068,mwr,4.6,204.75,151.232
Date_2069,Place_2069,mb,4.6,10.0,79.73
Date_2070,Place_2070,mb,4.4,211.28,178.81
Date_2071,Place_2071,mb,4.3,10.0,141.002
Date_2072,Place_2072,mww,5.6,117.0,63.162
Date_2073,Place_2073,mb,4.4,21.7,137.221
Date_2074,Place_2074,mwr,4.2,10.0,253.425
Date_2075,Place_2075,mwr,4.2,16.43,142.781
Date_2076,Place_2076,mb,4.5,10.0,149.898
Date_2077,Place_2077,mww,5.0,13.93,137.777
Date_2078,Place_2078,mb,4.3,20.15,139.334
Date_2079,Place_2079,mwr,4.5,17.49,146.228
Date_2080,Place_2080,mb,4.4,22.74,146.228
Date_2081,Place_2081,mb,4.3,21.31,133.996
Date_2082,Place_2082,mb,4.7,10.0,138.555
Date_2083,Place_2083,ml,4.0,10.0,146.117
Date_2084,Place_2084,ml,4.0,10.0,135.442
Date_2085,Place_2085,mb,5.2,10.0,143.67
Date_2086,Place_2086,ml,4.0,22.43,132.217
Date_2087,Place_2087,ml,4.1,10.0,133.44
Date_2088,Place_2088,mww,6.7,11.0,141.113
Date_2089,Place_2089,mb,4.5,188.33,184.258
Date_2090,Place_2090,mb,4.2,194.66,172.694
Date_2091,Place_2091,mb,4.3,110.34,49.15
Date_2092,Place_2092,mb,4.4,230.39,177.92
Date_2093,Place_2093,mb,4.0,151.47,122.987
Date_2094,Place_2094,mwr,4.2,110.89,56.823
Date_2095,Place_2095,mb,4.3,140.46,251.646
Date_2096,Place_2096,mwr,4.6,106.15,72.169
Date_2097,Place_2097,mwr,4.4,98.76,51.819
Date_2098,Place_2098,mb,4.1,240.81,172.026
Date_2099,Place_2099,mww,5.4,35.1,12.899
Date_2100,Place_2100,mww,6.1,129.0,49.484
Date_2101,Place_2101,mb,4.1,238.73,169.246
Date_2102,Place_2102,mww,5.3,157.26,261.876
Date_2103,Place_2103,mww,5.3,10.0,97.078
Date_2104,Place_2104,mb,4.6,60.1,147.34
Date_2105,Place_2105,mb,4.1,26.18,135.219
Date_2106,Place_2106,mwr,4.5,103.54,90.739
Date_2107,Place_2107,mwr,4.1,41.75,49.484
Date_2108,Place_2108,mwr,4.2,35.0,108.976
Date_2109,Place_2109,mwr,4.3,121.07,57.713
Date_2110,Place_2110,mb,4.3,31.63,5.782
Date_2111,Place_2111,mwr,4.4,203.68,179.588
Date_2112,Place_2112,mb,4.2,72.73,88.293
Date_2113,Place_2113,ml,3.9,90.32,13.455
Date_2114,Place_2114,mb,4.3,139.22,69.611
Date_2115,Place_2115,mwr,4.3,186.27,202.606
Date_2116,Place_2116,mwr,4.3,95.14,68.499
Date_2117,Place_2117,mwr,4.3,116.51,57.49
Date_2118,Place_2118,mb,4.4,13.15,51.374
Date_2119,Place_2119,mb,4.4,12.36,65.719
Date_2120,Place_2120,mb,4.0,22.42,55.155
Date_2121,Place_2121,mb,4.4,144.37,39.476
Date_2122,Place_2122,mb,4.3,45.22,66.053
Date_2123,Place_2123,mb,4.6,10.0,184.926
Date_2124,Place_2124,mb,4.9,10.0,190.486
Date_2125,Place_2125,mb,4.6,99.38,16.013
Date_2126,Place_2126,mww,5.0,102.87,42.923
Date_2127,Place_2127,mwr,4.1,134.3,52.598
Date_2128,Place_2128,mb,4.3,201.32,189.596
Date_2129,Place_2129,mb,4.1,116.95,53.487
Date_2130,Place_2130,mww,4.6,124.48,74.615
Date_2131,Place_2131,mb,4.5,123.97,104.194
Date_2132,Place_2132,mwr,4.5,93.76,64.385
Date_2133,Place_2133,mwr,4.0,42.52,11.009
Date_2134,Place_2134,mb,4.0,119.69,63.718
Date_2135,Place_2135,mb,4.4,35.0,40.922
Date_2136,Place_2136,mwr,4.4,69.89,18.459
Date_2137,Place_2137,mb,4.4,137.37,156.792
Date_2138,Place_2138,mb,4.4,134.37,98.968
