ID_Date,ID_Place,ID_Mag,mag,depth,dmin
Date_5928,Place_5928,mwr,3.9,16.0,109.866
Date_5929,Place_5929,mwr,4.2,10.0,107.086
Date_5930,Place_5930,mww,6.0,58.0,86.625
Date_5931,Place_5931,mb,4.8,10.0,117.65
Date_5932,Place_5932,mb,4.3,10.0,101.192
Date_5933,Place_5933,mb,4.4,13.73,40.922
Date_5934,Place_5934,mb,4.2,14.24,125.656
Date_5935,Place_5935,mwr,4.4,10.78,81.954
Date_5936,Place_5936,mb,4.4,10.0,103.194
Date_5937,Place_5937,mb,4.2,16.94,158.349
Date_5938,Place_5938,mb,4.1,10.0,94.409
Date_5939,Place_5939,mwr,4.4,16.38,105.084
Date_5940,Place_5940,mwr,3.9,24.0,33.249
Date_5941,Place_5941,mwr,3.7,27.29,111.978
Date_5942,Place_5942,mb,4.4,12.1,47.482
Date_5943,Place_5943,mb,4.5,10.0,111.089
Date_5944,Place_5944,mb,4.8,10.0,137.554
Date_5945,Place_5945,mb,4.2,10.0,113.98
Date_5946,Place_5946,mww,5.6,28.36,122.765
Date_5947,Place_5947,mb,4.2,22.7,106.53
Date_5948,Place_5948,mb,4.4,24.08,57.49
Date_5949,Place_5949,mb,4.7,37.59,118.984
Date_5950,Place_5950,mww,5.5,26.95,44.814
Date_5951,Place_5951,mb,4.7,8.89,115.203
Date_5952,Place_5952,mww,6.6,35.0,118.317
Date_5953,Place_5953,mb,4.1,10.0,115.648
Date_5954,Place_5954,mb,4.6,15.32,34.472
Date_5955,Place_5955,mb,4.4,36.24,14.79
Date_5956,Place_5956,mb,4.5,19.32,58.38
Date_5957,Place_5957,mww,5.4,25.57,41.589
Date_5958,Place_5958,mb,4.3,6.17,101.081
Date_5959,Place_5959,mwr,4.1,18.6,104.528
Date_5960,Place_5960,mwr,4.6,10.0,186.149
Date_5961,Place_5961,mb,4.6,10.65,103.305
Date_5962,Place_5962,mwr,4.3,42.99,21.573
Date_5963,Place_5963,mb,4.1,10.98,51.374
Date_5964,Place_5964,mb,4.6,10.0,97.411
Date_5965,Place_5965,mb,4.5,36.12,18.014
Date_5966,Place_5966,mb,4.2,15.83,91.184
Date_5967,Place_5967,mb,4.2,10.0,57.268
Date_5968,Place_5968,mb,4.7,10.0,90.406
Date_5969,Place_5969,mww,6.1,30.0,100.414
Date_5970,Place_5970,mb,4.2,29.06,96.522
Date_5971,Place_5971,mwr,4.0,17.06,39.476
Date_5972,Place_5972,mb,4.7,10.74,308.802
Date_5973,Place_5973,mb,4.3,10.0,54.71
Date_5974,Place_5974,mb,4.4,8.09,90.072
Date_5975,Place_5975,mb,4.2,10.0,57.49
Date_5976,Place_5976,mb,4.3,10.0,259.318
Date_5977,Place_5977,mb,4.2,10.0,104.973
Date_5978,Place_5978,mb,4.1,14.82,45.036
Date_5979,Place_5979,mwr,3.9,18.43,76.283
Date_5980,Place_5980,ml,4.1,23.97,16.902
Date_5981,Place_5981,mb,4.3,35.0,85.513
Date_5982,Place_5982,mwr,4.9,35.0,25.131
Date_5983,Place_5983,mb,4.2,35.0,32.582
Date_5984,Place_5984,mwr,5.0,35.0,7.006
Date_5985,Place_5985,mb,4.3,10.0,99.302
Date_5986,Place_5986,mb,4.0,16.0,81.176
Date_5987,Place_5987,mb,4.2,15.33,43.257
Date_5988,Place_5988,mwr,4.1,10.0,127.546
Date_5989,Place_5989,mb,4.2,10.03,70.501
Date_5990,Place_5990,mb,4.3,7.67,66.275
Date_5991,Place_5991,mb,4.4,5.66,84.512
Date_5992,Place_5992,mwr,4.7,24.88,14.122
Date_5993,Place_5993,mb,4.2,17.15,136.998
Date_5994,Place_5994,mb,4.3,275.51,229.072
Date_5995,Place_5995,mwr,4.3,13.09,156.57
Date_5996,Place_5996,mwr,4.2,5.0,141.335
Date_5997,Place_5997,mwr,5.1,8.62,78.062
Date_5998,Place_5998,mb,4.4,10.0,99.302
Date_5999,Place_5999,mb,4.6,17.28,59.158
Date_6000,Place_6000,mwr,4.5,28.69,23.352
Date_6001,Place_6001,mwr,4.2,27.09,129.326
Date_6002,Place_6002,mb,4.4,17.86,66.831
Date_6003,Place_6003,mb,4.6,10.0,123.543
Date_6004,Place_6004,mww,5.1,13.06,121.764
Date_6005,Place_6005,mwr,4.2,22.3,102.749
Date_6006,Place_6006,mwr,5.0,45.46,25.242
Date_6007,Place_6007,mb,4.3,22.41,145.783
Date_6008,Place_6008,mb,4.4,10.0,142.67
Date_6009,Place_6009,mwr,4.4,2.49,79.619
Date_6010,Place_6010,mb,4.2,35.73,77.506
Date_6011,Place_6011,mb,4.3,22.27,40.922
Date_6012,Place_6012,mb,4.2,13.08,86.514
Date_6013,Place_6013,mwr,4.3,10.0,108.642
Date_6014,Place_6014,mb,4.2,10.0,108.42
Date_6015,Place_6015,mb,4.2,24.11,95.076
Date_6016,Place_6016,mb,4.1,10.0,123.321
Date_6017,Place_6017,mwr,4.0,30.66,23.463
Date_6018,Place_6018,mwr,4.0,10.0,133.996
Date_6019,Place_6019,mwr,3.9,10.0,95.743
Date_6020,Place_6020,mb,4.5,10.0,97.856
Date_6021,Place_6021,mb,4.7,19.71,176.141
Date_6022,Place_6022,mwr,4.4,38.25,23.352
Date_6023,Place_6023,mb,4.2,51.11,42.923
Date_6024,Place_6024,mb,4.2,8.88,107.53
Date_6025,Place_6025,mb,4.0,10.0,86.625
Date_6026,Place_6026,mb,4.5,10.0,83.845
Date_6027,Place_6027,mwr,4.0,15.56,67.832
Date_6028,Place_6028,mb,4.1,17.52,86.514
Date_6029,Place_6029,mb,4.2,10.0,107.753
Date_6030,Place_6030,mb,4.6,10.0,167.245
Date_6031,Place_6031,mwr,4.2,9.44,92.63
Date_6032,Place_6032,mb,4.4,10.0,74.393
Date_6033,Place_6033,mb,4.2,15.83,81.621
Date_6034,Place_6034,mwr,4.5,13.93,84.29
Date_6035,Place_6035,mb,4.5,15.65,49.818
Date_6036,Place_6036,ml,4.0,39.92,58.602
Date_6037,Place_6037,mb,4.3,10.0,125.434
Date_6038,Place_6038,mwr,4.9,17.56,76.172
Date_6039,Place_6039,mwr,4.0,10.0,148.23
Date_6040,Place_6040,mwr,3.7,10.0,79.286
Date_6041,Place_6041,mb,4.2,205.99,192.932
Date_6042,Place_6042,mb,4.2,35.0,14.678
Date_6043,Place_6043,mb,4.2,10.0,97.3
Date_6044,Place_6044,mb,4.4,10.0,77.173
Date_6045,Place_6045,mwr,4.2,10.0,89.961
Date_6046,Place_6046,mwr,4.5,10.0,126.99
Date_6047,Place_6047,mb,4.2,10.0,87.959
Date_6048,Place_6048,mb,4.3,35.0,76.283
Date_6049,Place_6049,mb,3.7,35.0,72.391
Date_6050,Place_6050,mww,5.6,10.0,56.378
Date_6051,Place_6051,mww,6.2,18.0,86.18
Date_6052,Place_6052,mb,4.8,13.13,100.97
Date_6053,Place_6053,mb,4.2,27.63,29.913
Date_6054,Place_6054,mwr,4.0,3.85,101.637
Date_6055,Place_6055,mb,4.5,35.0,100.191
Date_6056,Place_6056,mb,4.6,7.58,102.638
Date_6057,Place_6057,mwr,4.6,11.28,92.63
Date_6058,Place_6058,mb,4.5,18.03,56.378
Date_6059,Place_6059,mww,5.7,28.0,47.371
Date_6060,Place_6060,mb,4.1,24.61,32.248
Date_6061,Place_6061,mww,5.4,8.0,85.513
Date_6062,Place_6062,mb,4.3,10.0,95.743
Date_6063,Place_6063,mb,4.2,41.25,43.59
Date_6064,Place_6064,mb,4.2,12.11,129.882
Date_6065,Place_6065,mwr,4.6,14.03,87.181
Date_6066,Place_6066,mb,4.5,43.59,123.21
Date_6067,Place_6067,mb,4.3,18.87,32.359
Date_6068,Place_6068,mb,4.5,17.94,72.614
Date_6069,Place_6069,mww,6.1,6.0,86.625
Date_6070,Place_6070,mb,4.5,10.0,103.305
Date_6071,Place_6071,mb,4.4,16.39,126.323
Date_6072,Place_6072,mb,5.0,10.0,111.867
Date_6073,Place_6073,mwr,4.1,10.0,110.755
Date_6074,Place_6074,mb,4.5,10.34,72.502
Date_6075,Place_6075,mb,4.4,17.95,98.301
Date_6076,Place_6076,mb,4.2,8.93,104.639
Date_6077,Place_6077,mwr,4.7,25.08,94.409
Date_6078,Place_6078,mb,4.1,96.2,8.34
Date_6079,Place_6079,mb,4.1,38.78,22.685
Date_6080,Place_6080,mb,4.6,19.55,33.026
Date_6081,Place_6081,mwr,3.8,8.74,106.53
Date_6082,Place_6082,mwr,4.0,10.0,100.97
Date_6083,Place_6083,mwr,4.4,14.0,46.704
Date_6084,Place_6084,mwr,4.2,10.0,104.973
Date_6085,Place_6085,mwr,4.1,16.6,137.443
Date_6086,Place_6086,mwr,4.7,10.0,106.53
Date_6087,Place_6087,mwr,4.9,10.48,57.157
Date_6088,Place_6088,mb,4.2,8.16,151.566
Date_6089,Place_6089,mwr,4.1,9.06,94.186
Date_6090,Place_6090,mwr,4.0,14.21,142.892
Date_6091,Place_6091,mwr,3.9,15.35,82.51
Date_6092,Place_6092,mb,4.3,25.07,38.142
Date_6093,Place_6093,mb,4.4,10.0,102.304
Date_6094,Place_6094,mb,4.4,19.4,39.698
Date_6095,Place_6095,mb,4.5,18.82,42.701
Date_6096,Place_6096,mb,4.9,30.99,22.574
Date_6097,Place_6097,mwr,4.7,5.58,115.648
Date_6098,Place_6098,mwr,4.6,10.0,126.879
Date_6099,Place_6099,mb,4.5,19.58,130.438
Date_6100,Place_6100,mb,4.3,3.5,105.529
Date_6101,Place_6101,mwr,4.0,9.29,51.374
Date_6102,Place_6102,mwr,4.1,10.0,132.55
Date_6103,Place_6103,mb,4.1,14.49,82.51
Date_6104,Place_6104,mwr,4.2,10.0,119.206
Date_6105,Place_6105,mb,4.6,61.82,7.228
Date_6106,Place_6106,mwr,4.7,11.38,85.402
Date_6107,Place_6107,mb,4.4,8.93,107.308
Date_6108,Place_6108,mb,4.5,10.0,156.458
Date_6109,Place_6109,mwr,4.1,21.5,46.148
Date_6110,Place_6110,mwr,4.4,10.0,90.294
Date_6111,Place_6111,mb,4.2,10.0,102.749
Date_6112,Place_6112,mb,4.2,10.0,104.417
Date_6113,Place_6113,mwr,4.5,35.0,44.369
Date_6114,Place_6114,mb,4.8,10.0,98.857
Date_6115,Place_6115,mb,4.5,10.99,93.742
Date_6116,Place_6116,mwr,3.8,13.0,73.726
Date_6117,Place_6117,mb,4.2,11.3,104.862
Date_6118,Place_6118,mb,4.2,10.0,103.527
Date_6119,Place_6119,mb,4.2,42.89,97.522
Date_6120,Place_6120,mb,4.6,10.0,100.525
Date_6121,Place_6121,mb,4.4,10.0,102.638
Date_6122,Place_6122,mb,4.5,10.0,95.966
Date_6123,Place_6123,mww,6.2,8.0,91.295
Date_6124,Place_6124,mb,4.1,8.25,109.643
Date_6125,Place_6125,mb,4.4,10.0,86.069
Date_6126,Place_6126,mww,5.6,6.0,111.534
Date_6127,Place_6127,mb,4.4,10.0,56.156
Date_6128,Place_6128,mb,4.5,22.89,20.794
Date_6129,Place_6129,mwr,4.6,10.0,137.554
Date_6130,Place_6130,mwr,4.4,36.72,75.727
Date_6131,Place_6131,mb,4.4,14.6,116.871
Date_6132,Place_6132,mwr,4.2,13.23,48.928
Date_6133,Place_6133,mb,4.2,43.18,82.955
Date_6134,Place_6134,mb,4.3,22.95,33.582
Date_6135,Place_6135,mb,4.4,36.58,141.224
Date_6136,Place_6136,mwr,4.3,37.33,54.599
Date_6137,Place_6137,mwr,4.3,13.16,124.655
Date_6138,Place_6138,mb,4.3,20.74,103.527
Date_6139,Place_6139,mb,4.5,16.26,205.72
Date_6140,Place_6140,mb,4.5,25.48,117.538
Date_6141,Place_6141,mwr,4.7,29.0,106.085
Date_6142,Place_6142,mww,5.0,5.69,84.957
Date_6143,Place_6143,mb,4.6,10.0,125.767
Date_6144,Place_6144,mwr,4.9,10.48,125.434
Date_6145,Place_6145,mwr,4.9,36.6,86.736
Date_6146,Place_6146,mb,4.7,30.2,84.512
Date_6147,Place_6147,mb,4.6,16.47,85.402
Date_6148,Place_6148,mb,4.1,19.08,140.557
Date_6149,Place_6149,mb,4.2,10.0,110.533
Date_6150,Place_6150,mb,4.5,10.0,137.888
Date_6151,Place_6151,mb,4.8,15.29,86.069
Date_6152,Place_6152,mb,4.3,10.05,103.75
Date_6153,Place_6153,mb,4.4,35.0,105.306
Date_6154,Place_6154,mwr,4.0,21.0,115.203
Date_6155,Place_6155,mwr,5.1,10.0,142.892
Date_6156,Place_6156,mwr,4.5,10.0,94.742
Date_6157,Place_6157,mwr,4.2,14.01,88.182
Date_6158,Place_6158,mwr,5.2,23.23,42.812
Date_6159,Place_6159,mb,4.1,34.18,92.296
Date_6160,Place_6160,mwr,4.9,4.2,74.393
Date_6161,Place_6161,mwr,4.4,28.48,61.382
Date_6162,Place_6162,mwr,4.1,29.73,88.293
Date_6163,Place_6163,mwr,4.1,24.37,81.065
Date_6164,Place_6164,mb,4.5,10.0,113.98
Date_6165,Place_6165,mwr,5.5,5.69,62.494
Date_6166,Place_6166,mwr,5.0,16.38,81.732
Date_6167,Place_6167,mb,4.4,10.0,124.544
Date_6168,Place_6168,mb,4.3,10.0,69.945
Date_6169,Place_6169,mb,4.4,10.0,140.446
Date_6170,Place_6170,mb,4.4,10.0,76.283
Date_6171,Place_6171,mwr,4.2,14.0,68.722
Date_6172,Place_6172,mb,4.2,16.95,87.626
Date_6173,Place_6173,mb,4.6,10.0,96.41
Date_6174,Place_6174,mb,4.4,10.0,138.222
Date_6175,Place_6175,mb,4.9,4.49,127.435
Date_6176,Place_6176,mb,4.5,10.0,40.922
Date_6177,Place_6177,mb,4.3,11.84,94.409
Date_6178,Place_6178,mb,4.4,10.0,112.646
Date_6179,Place_6179,mb,4.4,10.0,111.2
Date_6180,Place_6180,mb,4.6,27.83,3.558
Date_6181,Place_6181,mb,4.7,3.31,88.07
Date_6182,Place_6182,mb,4.5,14.56,61.16
Date_6183,Place_6183,mb,4.8,10.0,95.41
Date_6184,Place_6184,mb,4.3,36.18,14.678
Date_6185,Place_6185,mwr,5.3,10.0,83.622
Date_6186,Place_6186,mwr,4.8,6.16,90.517
Date_6187,Place_6187,mwr,4.1,24.72,102.415
Date_6188,Place_6188,mb,4.4,27.52,325.816
Date_6189,Place_6189,mwr,5.3,35.0,219.064
Date_6190,Place_6190,mb,4.3,10.0,395.65
Date_6191,Place_6191,mb,4.8,14.59,284.45
Date_6192,Place_6192,mb,4.8,27.05,325.149
Date_6193,Place_6193,mb,4.4,21.48,405.658
Date_6194,Place_6194,mb,4.4,10.0,238.858
Date_6195,Place_6195,mb,4.4,10.0,321.702
Date_6196,Place_6196,mb,4.6,8.28,310.248
Date_6197,Place_6197,mwr,4.6,10.0,281.892
Date_6198,Place_6198,mwr,5.7,10.0,244.084
Date_6199,Place_6199,mb,4.5,35.0,298.906
Date_6200,Place_6200,mb,4.4,10.0,285.673
Date_6201,Place_6201,mb,4.2,10.0,1158.926
Date_6202,Place_6202,mb,4.5,10.0,388.088
Date_6203,Place_6203,mww,5.9,10.0,329.041
Date_6204,Place_6204,mb,4.3,10.0,297.905
Date_6205,Place_6205,mb,4.6,10.0,956.876
Date_6206,Place_6206,mww,5.9,10.0,12.232
Date_6207,Place_6207,mwr,5.3,7.14,112.201
Date_6208,Place_6208,mb,4.4,10.0,252.313
Date_6209,Place_6209,mb,4.2,26.28,117.761
Date_6210,Place_6210,mb,4.5,10.0,98.857
Date_6211,Place_6211,mb,4.3,9.42,121.208
Date_6212,Place_6212,mb,4.5,14.23,176.252
Date_6213,Place_6213,mb,4.1,17.28,31.692
Date_6214,Place_6214,mb,5.2,38.17,39.587
Date_6215,Place_6215,ml,4.1,21.41,55.711
Date_6216,Place_6216,mb,4.9,10.0,114.091
Date_6217,Place_6217,mb,4.4,11.88,49.595
Date_6218,Place_6218,mb,4.4,16.27,59.158
Date_6219,Place_6219,mb,4.6,10.0,236.411
Date_6220,Place_6220,mb,4.4,19.28,124.655
Date_6221,Place_6221,mb,4.6,22.88,54.043
Date_6222,Place_6222,mb,4.6,10.0,45.926
Date_6223,Place_6223,mb,4.5,10.0,123.654
Date_6224,Place_6224,mb,4.2,23.11,90.072
Date_6225,Place_6225,mb,4.2,18.28,41.255
Date_6226,Place_6226,mb,4.4,11.1,130.438
Date_6227,Place_6227,mb,4.6,28.54,63.829
Date_6228,Place_6228,mb,4.5,20.16,60.493
Date_6229,Place_6229,mb,4.2,26.04,110.755
Date_6230,Place_6230,mb,4.4,11.48,49.706
Date_6231,Place_6231,mb,4.5,8.37,121.542
Date_6232,Place_6232,mb,4.4,6.4,99.19
Date_6233,Place_6233,mb,4.4,39.51,19.015
Date_6234,Place_6234,mwr,4.4,15.79,128.992
Date_6235,Place_6235,mb,4.4,19.33,34.027
Date_6236,Place_6236,mb,4.5,8.92,126.101
Date_6237,Place_6237,mb,4.5,19.27,84.734
Date_6238,Place_6238,mb,4.3,32.98,16.68
Date_6239,Place_6239,mb,4.4,39.09,47.705
Date_6240,Place_6240,mb,4.3,10.75,91.295
Date_6241,Place_6241,mwr,4.7,13.02,126.657
Date_6242,Place_6242,mb,4.5,22.06,85.513
Date_6243,Place_6243,mb,4.3,32.4,101.081
Date_6244,Place_6244,mb,4.1,25.47,24.13
Date_6245,Place_6245,mb,4.3,17.1,90.517
Date_6246,Place_6246,mwr,4.5,17.48,28.356
Date_6247,Place_6247,mb,4.3,10.0,110.088
Date_6248,Place_6248,mb,4.9,18.32,112.757
Date_6249,Place_6249,mwr,5.1,10.74,126.101
Date_6250,Place_6250,mb,4.5,10.0,123.098
Date_6251,Place_6251,mb,4.8,17.72,91.851
Date_6252,Place_6252,mb,4.5,38.11,78.952
Date_6253,Place_6253,mwr,4.5,10.0,39.81
Date_6254,Place_6254,mb,4.7,10.0,152.566
Date_6255,Place_6255,mb,4.8,15.96,134.107
Date_6256,Place_6256,mb,4.4,10.0,129.659
Date_6257,Place_6257,mwr,5.5,10.0,133.551
Date_6258,Place_6258,mb,5.2,9.25,84.734
Date_6259,Place_6259,mb,4.4,10.0,398.43
Date_6260,Place_6260,mb,4.6,23.33,84.067
Date_6261,Place_6261,mb,4.3,45.3,106.307
Date_6262,Place_6262,mb,4.9,10.0,42.478
Date_6263,Place_6263,mb,4.5,31.88,30.135
Date_6264,Place_6264,mb,4.8,14.45,92.63
Date_6265,Place_6265,mb,4.5,35.0,89.738
Date_6266,Place_6266,mb,4.4,10.0,337.603
Date_6267,Place_6267,mb,4.9,3.95,98.523
Date_6268,Place_6268,mb,5.2,19.8,69.389
Date_6269,Place_6269,mb,5.1,4.75,57.49
Date_6270,Place_6270,mwr,5.5,17.62,88.626
Date_6271,Place_6271,mb,5.4,35.0,33.916
Date_6272,Place_6272,mww,6.7,23.0,94.854
Date_6273,Place_6273,mb,5.0,29.24,16.013
Date_6274,Place_6274,mb,5.1,17.98,88.849
Date_6275,Place_6275,mwr,5.7,15.97,67.054
Date_6276,Place_6276,mww,6.5,27.0,83.289
Date_6277,Place_6277,mb,4.6,23.09,156.125
Date_6278,Place_6278,mb,4.2,20.04,85.513
Date_6279,Place_6279,mb,4.2,14.47,165.688
Date_6280,Place_6280,mb,4.6,8.2,110.755
Date_6281,Place_6281,mb,4.7,5.61,94.409
Date_6282,Place_6282,mb,4.6,10.0,135.442
Date_6283,Place_6283,mb,4.5,35.0,85.29
Date_6284,Place_6284,mb,4.5,10.0,109.754
Date_6285,Place_6285,mwr,4.7,9.57,102.415
Date_6286,Place_6286,mb,4.1,19.56,97.078
Date_6287,Place_6287,mb,4.8,13.69,128.881
Date_6288,Place_6288,mb,4.6,10.0,92.741
Date_6289,Place_6289,mb,4.4,35.0,93.964
Date_6290,Place_6290,mb,4.4,36.79,95.632
Date_6291,Place_6291,mb,4.3,6.72,93.964
Date_6292,Place_6292,mb,4.3,26.53,22.018
Date_6293,Place_6293,mwr,5.5,35.0,33.694
Date_6294,Place_6294,mb,4.5,10.0,70.278
Date_6295,Place_6295,mb,4.3,35.0,58.602
Date_6296,Place_6296,mb,4.9,10.0,85.179
Date_6297,Place_6297,mb,4.8,35.0,89.294
Date_6298,Place_6298,mb,4.9,21.45,100.858
Date_6299,Place_6299,mb,4.6,20.4,36.807
Date_6300,Place_6300,mb,5.0,10.0,162.13
Date_6301,Place_6301,mb,4.5,10.0,136.442
Date_6302,Place_6302,mb,4.7,35.0,60.159
Date_6303,Place_6303,mb,4.6,10.0,133.329
Date_6304,Place_6304,mb,4.8,10.0,131.772
Date_6305,Place_6305,mb,4.5,10.0,202.384
Date_6306,Place_6306,mb,4.6,7.29,60.715
Date_6307,Place_6307,mb,4.8,10.0,133.329
Date_6308,Place_6308,mb,4.6,35.0,52.82
Date_6309,Place_6309,mb,4.7,19.44,43.813
Date_6310,Place_6310,mb,4.6,26.46,92.074
Date_6311,Place_6311,mb,5.0,10.0,130.326
Date_6312,Place_6312,mww,6.4,42.32,47.705
Date_6313,Place_6313,mb,5.1,32.68,101.081
Date_6314,Place_6314,mb,4.9,5.62,60.159
Date_6315,Place_6315,mwr,5.8,9.29,123.543
Date_6316,Place_6316,mb,4.6,10.0,137.443
Date_6317,Place_6317,mb,4.4,10.0,140.001
Date_6318,Place_6318,mb,4.4,10.0,97.078
Date_6319,Place_6319,mb,5.1,35.0,49.818
Date_6320,Place_6320,mwr,5.2,10.0,112.312
Date_6321,Place_6321,mb,4.6,23.98,42.478
Date_6322,Place_6322,mb,4.5,21.44,79.397
Date_6323,Place_6323,mb,4.8,35.0,46.037
Date_6324,Place_6324,mb,4.6,35.0,63.162
Date_6325,Place_6325,mb,4.6,17.98,36.807
Date_6326,Place_6326,mb,4.7,35.0,67.165
Date_6327,Place_6327,mb,4.3,10.0,78.618
Date_6328,Place_6328,mb,5.0,10.0,124.21
Date_6329,Place_6329,mb,4.8,17.02,44.702
Date_6330,Place_6330,mb,5.1,11.61,106.085
Date_6331,Place_6331,mb,5.0,20.48,26.577
Date_6332,Place_6332,mb,4.6,19.96,121.097
Date_6333,Place_6333,mb,5.0,12.1,85.624
Date_6334,Place_6334,mb,4.8,10.0,135.108
Date_6335,Place_6335,mb,4.8,35.0,124.655
Date_6336,Place_6336,mb,5.2,10.0,132.884
Date_6337,Place_6337,mb,4.8,35.0,117.65
Date_6338,Place_6338,mb,4.7,10.0,113.313
Date_6339,Place_6339,mb,4.8,23.81,50.262
Date_6340,Place_6340,mb,4.7,10.0,54.822
Date_6341,Place_6341,mb,5.1,21.66,23.797
Date_6342,Place_6342,mb,4.7,35.0,92.852
Date_6343,Place_6343,mb,5.0,10.0,148.452
Date_6344,Place_6344,mb,5.0,10.0,121.653
Date_6345,Place_6345,mb,4.6,15.05,60.382
Date_6346,Place_6346,mb,4.9,26.43,51.152
Date_6347,Place_6347,mb,4.5,13.79,172.471
Date_6348,Place_6348,mb,4.6,33.81,48.928
Date_6349,Place_6349,mb,4.5,10.0,126.657
Date_6350,Place_6350,mb,5.0,10.0,125.1
Date_6351,Place_6351,mb,4.9,7.26,50.818
Date_6352,Place_6352,mb,5.1,17.18,43.924
Date_6353,Place_6353,mb,5.3,16.17,51.374
Date_6354,Place_6354,mb,5.9,12.46,128.436
Date_6355,Place_6355,mb,4.9,13.17,80.731
Date_6356,Place_6356,mb,5.3,11.34,148.007
Date_6357,Place_6357,mb,5.1,27.52,79.508
Date_6358,Place_6358,mb,5.2,19.47,85.513
Date_6359,Place_6359,mb,5.3,35.0,77.506
Date_6360,Place_6360,mb,5.1,23.57,44.591
Date_6361,Place_6361,mb,5.5,20.71,16.791
Date_6362,Place_6362,mb,5.7,32.1,56.156
Date_6363,Place_6363,mww,7.0,28.41,100.414
Date_6364,Place_6364,mb,6.1,35.0,106.085
Date_6365,Place_6365,mb,5.2,29.47,64.941
Date_6366,Place_6366,mb,5.7,35.0,176.252
Date_6367,Place_6367,mb,5.6,37.8,52.598
Date_6368,Place_6368,mwr,6.1,19.1,119.762
Date_6369,Place_6369,mww,8.3,22.44,76.061
Date_6370,Place_6370,mb,4.1,11.82,80.509
Date_6371,Place_6371,mww,4.9,9.01,85.179
Date_6372,Place_6372,mww,4.9,12.77,90.962
Date_6373,Place_6373,mb,4.5,16.2,95.521
Date_6374,Place_6374,mww,4.9,14.45,78.73
Date_6375,Place_6375,mww,5.0,9.76,75.06
Date_6376,Place_6376,mwr,4.2,11.07,89.294
Date_6377,Place_6377,mb,4.4,17.59,40.81
Date_6378,Place_6378,mb,4.5,23.98,188.262
Date_6379,Place_6379,mwr,4.4,46.0,66.498
Date_6380,Place_6380,mb,4.8,13.85,216.173
Date_6381,Place_6381,mb,5.0,10.0,33.694
Date_6382,Place_6382,mwr,4.4,14.66,92.63
Date_6383,Place_6383,mb,4.2,193.4,167.69
Date_6384,Place_6384,mb,4.3,109.82,3.67
Date_6385,Place_6385,mb,4.9,10.0,102.082
Date_6386,Place_6386,mb,4.3,151.88,109.087
Date_6387,Place_6387,mwr,4.5,17.95,130.994
Date_6388,Place_6388,mww,4.9,10.0,322.702
Date_6389,Place_6389,mb,4.4,289.69,357.174
Date_6390,Place_6390,mb,4.6,47.12,101.303
Date_6391,Place_6391,mwr,4.3,35.33,68.61
Date_6392,Place_6392,mb,4.0,250.23,216.951
Date_6393,Place_6393,mb,4.1,10.0,109.421
Date_6394,Place_6394,mb,4.2,23.77,172.138
Date_6395,Place_6395,mb,4.2,207.99,174.918
Date_6396,Place_6396,mb,4.3,51.14,29.468
Date_6397,Place_6397,mb,4.2,35.0,176.808
Date_6398,Place_6398,mb,4.4,232.42,174.25
Date_6399,Place_6399,mb,4.5,15.66,262.543
Date_6400,Place_6400,mb,4.5,52.0,34.138
Date_6401,Place_6401,mb,3.9,104.69,26.132
Date_6402,Place_6402,mb,4.1,122.48,69.611
Date_6403,Place_6403,mb,4.8,56.7,75.06
Date_6404,Place_6404,mwr,4.5,108.1,29.246
Date_6405,Place_6405,mww,5.7,31.11,22.796
Date_6406,Place_6406,mb,4.2,117.69,219.064
Date_6407,Place_6407,mb,4.1,206.25,155.902
Date_6408,Place_6408,mb,4.3,10.0,170.803
Date_6409,Place_6409,ml,4.4,20.19,49.818
Date_6410,Place_6410,mb,4.4,167.23,65.052
Date_6411,Place_6411,mb,4.0,206.28,198.492
Date_6412,Place_6412,mb,4.1,200.48,224.179
Date_6413,Place_6413,mb,4.5,167.43,102.749
Date_6414,Place_6414,mwr,4.4,100.36,54.599
Date_6415,Place_6415,mb,4.3,193.28,153.79
Date_6416,Place_6416,mwr,3.8,16.45,63.384
Date_6417,Place_6417,mww,5.5,30.0,80.509
Date_6418,Place_6418,mb,4.2,132.32,106.307
Date_6419,Place_6419,mb,5.2,38.93,49.373
Date_6420,Place_6420,mwr,4.4,179.03,151.788
Date_6421,Place_6421,mb,4.5,163.19,292.234
Date_6422,Place_6422,mb,4.2,172.11,172.249
Date_6423,Place_6423,mb,4.1,230.31,212.948
Date_6424,Place_6424,mwr,4.1,14.55,131.55
Date_6425,Place_6425,mb,4.3,10.0,48.817
Date_6426,Place_6426,mb,4.0,13.46,84.29
Date_6427,Place_6427,mww,5.2,10.0,167.69
Date_6428,Place_6428,mb,4.0,194.87,265.212
Date_6429,Place_6429,mww,4.8,104.51,88.626
Date_6430,Place_6430,mb,4.6,7.69,278.556
Date_6431,Place_6431,mwr,4.8,44.73,12.343
Date_6432,Place_6432,mb,4.5,95.87,65.608
Date_6433,Place_6433,ml,4.2,35.43,41.144
Date_6434,Place_6434,mwr,4.4,98.42,95.743
Date_6435,Place_6435,mww,5.3,34.03,12.454
Date_6436,Place_6436,mb,4.5,242.39,252.98
Date_6437,Place_6437,mb,4.4,219.16,261.876
Date_6438,Place_6438,mb,4.4,176.26,282.448
Date_6439,Place_6439,mb,4.9,10.0,229.406
Date_6440,Place_6440,mwr,4.3,11.48,114.425
